      0.00452800     -0.00304812     -0.02750248     -0.65745471      0.40072723     -0.63809952
      0.00513027     -0.00309125     -0.02817321     -0.67898381      0.39885468     -0.61635698
      0.00500514      0.00079626     -0.02707628     -0.66251643     -0.09172949     -0.74340950
      0.00439827      0.00065219     -0.02654451     -0.62171514     -0.08953914     -0.77810862
      0.00164307     -0.00631215     -0.02892681     -0.19793528      0.84710104     -0.49319515
      0.00087009     -0.00627118     -0.02861277     -0.13248954      0.84154045     -0.52369475
      0.00709966     -0.00068407     -0.03059986     -0.94597023      0.07122046     -0.31633522
      0.00679416     -0.00051049     -0.02968381     -0.93899082      0.06858744     -0.33703411
      0.00667459      0.00076013     -0.02940340     -0.89080259     -0.08917303     -0.44555461
      0.00618172      0.00082860     -0.02852536     -0.85127989     -0.10478296     -0.51414305
      0.00363939     -0.00228356     -0.02643917     -0.52098673      0.30263724     -0.79811248
      0.00436764     -0.00208980     -0.02688028     -0.57589283      0.29485118     -0.76250261
      0.00091858     -0.00534954     -0.02740441     -0.10925310      0.75162637     -0.65047794
      0.00056113     -0.00577344     -0.02785457     -0.09416567      0.77023879     -0.63076544
      0.00573990      0.00177646     -0.02814896     -0.78311130     -0.26291737     -0.56357000
      0.00576205      0.00246993     -0.02851951     -0.78096002     -0.28670974     -0.55488645
      0.00728344      0.00039316     -0.03131134     -0.98859741     -0.03934059     -0.14535294
      0.00740885      0.00007171     -0.03209737     -0.99000599     -0.03636396     -0.13625635
      0.00547156     -0.00444187     -0.03015611     -0.75028713      0.56257565     -0.34724322
      0.00561146     -0.00390492     -0.02961448     -0.75587687      0.54641310     -0.36067004
      0.00127941     -0.00146513     -0.02531068     -0.14807696      0.19663381     -0.96923081
      0.00061818     -0.00146631     -0.02522025     -0.11613190      0.19721530     -0.97345750
      0.00632476     -0.00191113     -0.02924074     -0.82218387      0.25929641     -0.50673371
      0.00576799     -0.00187015     -0.02834259     -0.81022619      0.25820967     -0.52617610
      0.00545812     -0.00086984     -0.02759453     -0.75697194      0.08441738     -0.64797160
      0.00561974      0.00008060     -0.02769909     -0.76087607      0.03201015     -0.64810721
      0.00712696     -0.00199411     -0.03200056     -0.96775662      0.24749092     -0.04685484
      0.00728746     -0.00145944     -0.03249428     -0.96785649      0.24715414     -0.04656881
      0.00152242     -0.00678322     -0.02986760     -0.24105540      0.91207865     -0.33166976
      0.00212776     -0.00676422     -0.03027532     -0.25598375      0.91149983     -0.32193225
      0.00074944     -0.00697308     -0.02998575     -0.08293729      0.95101420     -0.29781438
      0.00044048     -0.00715898     -0.03050771     -0.07473168      0.95420790     -0.28965923
      0.00151365     -0.00237604     -0.02561344     -0.25227602      0.32458589     -0.91159246
      0.00219674     -0.00239433     -0.02581584     -0.26712148      0.32587287     -0.90689194
      0.00085242     -0.00284605     -0.02566532     -0.10933566      0.41869172     -0.90152258
      0.00054573     -0.00346135     -0.02594400     -0.08862619      0.46926183     -0.87860044
      0.00665809     -0.00277818     -0.03072240     -0.88331979      0.38161740     -0.27223944
      0.00624986     -0.00301504     -0.02990760     -0.84829885      0.39690692     -0.35050530
      0.00709298      0.00151139     -0.03095320     -0.95850943     -0.21694588     -0.18491664
      0.00703116      0.00216135     -0.03150184     -0.95271399     -0.25909898     -0.15875697
      0.00571395     -0.00465258     -0.03154861     -0.78043767      0.60626413     -0.15284257
      0.00596516     -0.00420537     -0.03107213     -0.78270559      0.60192534     -0.15829672
      0.00292424     -0.00623509     -0.02971887     -0.42602187      0.83352499     -0.35176904
      0.00351895     -0.00610975     -0.03016380     -0.44190148      0.83043589     -0.33926291
      0.00173989     -0.00418277     -0.02660807     -0.20836219      0.56315809     -0.79964877
      0.00090318     -0.00415926     -0.02641430     -0.13965453      0.55260840     -0.82165721
      0.00076176      0.00438555     -0.02652911     -0.08825854     -0.62532375     -0.77535839
      0.00046374      0.00484234     -0.02686830     -0.08163051     -0.63146625     -0.77109457
      0.00147225      0.00412463     -0.02649339     -0.23924298     -0.56861106     -0.78704781
      0.00210902      0.00428225     -0.02680742     -0.25136236     -0.57080283     -0.78166559
      0.00421479     -0.00032625     -0.02637574     -0.53404601      0.04164228     -0.84442926
      0.00360248     -0.00034558     -0.02600300     -0.50875762      0.04662225     -0.85964647
      0.00680462     -0.00295699     -0.03216223     -0.91302885      0.40760156     -0.01546906
      0.00664276     -0.00330749     -0.03285907      0.90311843     -0.42905436     -0.01701351
      0.00610023     -0.00422927     -0.03251862      0.80397992     -0.59331706     -0.03988920
      0.00574829     -0.00462880     -0.03318093      0.78702357     -0.61272887     -0.07181390
      0.00175529     -0.00499392     -0.02728770     -0.27499320      0.67357436     -0.68605854
      0.00245721     -0.00502249     -0.02761345     -0.29958655      0.67650855     -0.67274369
      0.00239348     -0.00572956     -0.02842334     -0.35126202      0.76829823     -0.53510076
      0.00306931     -0.00567151     -0.02880768     -0.37998297      0.76780015     -0.51584482
      0.00237222     -0.00332005     -0.02629233     -0.35167072      0.44514382     -0.82351362
      0.00312734     -0.00327716     -0.02661636     -0.39500227      0.44678366     -0.80271886
      0.00460588      0.00251266     -0.02722163     -0.58228551     -0.34694182     -0.73523803
      0.00404924      0.00257611     -0.02682008     -0.56825489     -0.34602186     -0.74656229
      0.00515742      0.00327503     -0.02828288     -0.66173473     -0.45048968     -0.59930476
      0.00462424      0.00338965     -0.02778221     -0.65947995     -0.45097945     -0.60141810
      0.00631890      0.00246672     -0.02945381     -0.83941868     -0.37960512     -0.38894246
      0.00618416      0.00307714     -0.02976270     -0.83882714     -0.38301345     -0.38687173
      0.00234289     -0.00693828     -0.03125350     -0.28949570      0.94830264     -0.13005513
      0.00192832     -0.00713949     -0.03180470     -0.28805942      0.94899882     -0.12815227
      0.00094021     -0.00729761     -0.03141351     -0.10357305      0.98850979     -0.11009547
      0.00049973     -0.00739911     -0.03196175     -0.09365747      0.99069635     -0.09873710
      0.00319692     -0.00416846     -0.02725786     -0.46626917      0.55812081     -0.68636304
      0.00386933     -0.00413318     -0.02770287     -0.48951016      0.55832594     -0.66981486
      0.00380544     -0.00492915     -0.02844280     -0.53407570      0.65689158     -0.53221856
      0.00438247     -0.00477496     -0.02884743     -0.55402402      0.65522654     -0.51355191
      0.00274016      0.00316718     -0.03861277      0.36728600      0.46770365     -0.80396162
      0.00272697      0.00388027     -0.03819796      0.36783605      0.47802111     -0.79761674
      0.00181580      0.00208753     -0.03940316      0.24593653      0.31559547     -0.91646862
      0.00175247      0.00288833     -0.03910718      0.24006863      0.37965285     -0.89343761
      0.00395341      0.00162395     -0.02641842     -0.50462225     -0.21661836     -0.83572296
      0.00328951      0.00157742     -0.02602453     -0.47006013     -0.21295482     -0.85655923
      0.00331948     -0.00134571     -0.02598910     -0.42105992      0.18407511     -0.88815815
      0.00263195     -0.00141359     -0.02568980     -0.39208992      0.18714286     -0.90069032
      0.00327010     -0.00653366     -0.03117209     -0.47424200      0.86759764     -0.14956221
      0.00379136     -0.00632891     -0.03164971     -0.47784124      0.86619282     -0.14621134
      0.00424105     -0.00539197     -0.02965725     -0.60509741      0.71337263     -0.35349203
      0.00476731     -0.00517607     -0.03012968     -0.60999927      0.71146315     -0.34888548
      0.00055737      0.00065555     -0.02511760     -0.09291291     -0.09873731     -0.99076644
      0.00086886     -0.00003742     -0.02509759     -0.11296171     -0.03313928     -0.99304655
      0.00405719      0.00398393     -0.03729354      0.51513390      0.54317659     -0.66302056
      0.00341070      0.00422585     -0.03757699      0.48395335      0.55182404     -0.67917552
      0.00559454      0.00393058     -0.02960864     -0.72257473     -0.54417933     -0.42632689
      0.00512466      0.00412526     -0.02906312     -0.72092308     -0.54479483     -0.42833224
      0.00659306      0.00296517     -0.03081884     -0.87809811     -0.43468493     -0.19998182
      0.00639002      0.00356544     -0.03125734     -0.87441645     -0.44519908     -0.19285655
      0.00456647     -0.00568910     -0.03111385     -0.64358691      0.74901980     -0.15736970
      0.00501951     -0.00540211     -0.03161676     -0.64785566      0.74632987     -0.15256068
      0.00096100      0.00144214     -0.02527987     -0.13972596     -0.18147116     -0.97341917
      0.00182934      0.00146790     -0.02544448     -0.22162882     -0.19898934     -0.95461192
      0.00471802      0.00446620     -0.03612601      0.60612438      0.61119223     -0.50897671
      0.00419190      0.00465462     -0.03651622      0.59441123      0.61516025     -0.51793162
      0.00312208      0.00058633     -0.02577787     -0.39094295     -0.07900504     -0.91701789
      0.00240666      0.00054577     -0.02548752     -0.35218385     -0.07247571     -0.93312047
      0.00250096     -0.00698989     -0.03275502      0.30664728     -0.94930734     -0.06915936
      0.00203343     -0.00709923     -0.03330164      0.30364416     -0.94999506     -0.07286703
      0.00102031     -0.00735034     -0.03289957      0.11215916     -0.99009518     -0.08445036
      0.00052058     -0.00735403     -0.03343782      0.09986147     -0.99009686     -0.09867059
      0.00320036      0.00668208     -0.03313003      0.40062462      0.90985927     -0.10796305
      0.00255945      0.00690772     -0.03346641      0.37040875      0.91980010     -0.12948027
      0.00279366      0.00345186     -0.02654506     -0.40904594     -0.46841471     -0.78311498
      0.00345179      0.00348482     -0.02692006     -0.42974084     -0.47046117     -0.77070688
      0.00198247      0.00242766     -0.02576150     -0.29115938     -0.32765030     -0.89881672
      0.00272722      0.00249662     -0.02605119     -0.34029904     -0.33463430     -0.87875847
      0.00379488      0.00254053     -0.03834345      0.51012016      0.29386451     -0.80834465
      0.00370771      0.00177301     -0.03866551      0.50928863      0.27345176     -0.81599585
      0.00506959      0.00076814     -0.03786825      0.64461381      0.11208930     -0.75624667
      0.00438436      0.00087379     -0.03840506      0.60826933      0.11569941     -0.78525287
      0.00566781     -0.00357177     -0.03572136      0.77362215     -0.45150556     -0.44458014
      0.00586522     -0.00297606     -0.03597934      0.77526194     -0.44697580     -0.44629761
      0.00500928     -0.00419980     -0.03604219      0.65265721     -0.56313803     -0.50686697
      0.00462120     -0.00414284     -0.03659989      0.64751413     -0.56309350     -0.51346973
      0.00575157      0.00427369     -0.03057327     -0.75612375     -0.61200404     -0.23179285
      0.00544235      0.00481660     -0.03100085     -0.75541810     -0.61324923     -0.23080051
      0.00469976     -0.00575423     -0.03262230      0.65562334     -0.75378462     -0.04434847
      0.00504227     -0.00540424     -0.03321646      0.67227451     -0.73728487     -0.06676824
      0.00343679     -0.00658393     -0.03268143      0.49183787     -0.86908919     -0.05272096
      0.00389216     -0.00629624     -0.03315112      0.49418290     -0.86760452     -0.05518752
      0.00141214      0.00322528     -0.02594134     -0.17407885     -0.42581548     -0.88790638
      0.00070165      0.00305401     -0.02574623     -0.11243268     -0.41913456     -0.90093569
      0.00686481     -0.00128003     -0.03504886      0.92073146     -0.13711344     -0.36531286
      0.00684250     -0.00060441     -0.03533382      0.92041428     -0.11505618     -0.37363033
      0.00533479     -0.00179134     -0.03739813      0.70134367     -0.23878856     -0.67163762
      0.00485827     -0.00172003     -0.03788431      0.65692547     -0.22953614     -0.71816578
      0.00346999     -0.00509319     -0.03665006      0.49223274     -0.65464568     -0.57371244
      0.00387434     -0.00457056     -0.03689707      0.49461640     -0.65166534     -0.57505382
      0.00219954     -0.00045402     -0.02541334     -0.26605766      0.06071840     -0.96204293
      0.00153009     -0.00052385     -0.02523662     -0.25422497      0.06292314     -0.96509603
      0.00248428      0.00600017     -0.02889366     -0.36166129     -0.79938620     -0.47977372
      0.00314909      0.00591872     -0.02929135     -0.39519659     -0.79766858     -0.45557052
      0.00533584      0.00174317     -0.03735758      0.74144177      0.22761672     -0.63123271
      0.00585031      0.00152717     -0.03681634      0.75858010      0.22142752     -0.61280183
      0.00501837      0.00280591     -0.03719902      0.64626783      0.38463443     -0.65908592
      0.00442817      0.00301170     -0.03764519      0.62977692      0.39033678     -0.67157891
      0.00570417     -0.00026979     -0.03727787      0.75059567     -0.03248698     -0.65996268
      0.00525224     -0.00022762     -0.03777657      0.72666510     -0.02426687     -0.68656314
      0.00677691     -0.00245687     -0.03428863      0.90353407     -0.37154842     -0.21348995
      0.00662204     -0.00305688     -0.03389370      0.90267589     -0.37451386     -0.21193303
      0.00718884     -0.00118817     -0.03398370      0.96390615     -0.20172571     -0.17375751
      0.00713949     -0.00176024     -0.03358101      0.96328032     -0.20691202     -0.17110942
      0.00094494     -0.00134524     -0.03974628      0.13194217     -0.16272593     -0.97780956
      0.00053302     -0.00062124     -0.03988980      0.08979073     -0.09876572     -0.99105144
      0.00567090     -0.00254908     -0.03662084      0.73572193     -0.34909596     -0.58038372
      0.00530768     -0.00255900     -0.03706661      0.72604864     -0.34820917     -0.59296184
      0.00456292     -0.00345462     -0.03726505      0.62258651     -0.44118154     -0.64633187
      0.00478519     -0.00292579     -0.03741112      0.62362890     -0.43932059     -0.64659448
      0.00348193     -0.00626418     -0.03448660      0.48853468     -0.83849387     -0.24137501
      0.00390433     -0.00615629     -0.03400352      0.48992380     -0.83827943     -0.23929537
      0.00391956     -0.00568493     -0.03524761      0.50110808     -0.76486641     -0.40480867
      0.00348943     -0.00565978     -0.03581794      0.49461426     -0.76450632     -0.41338460
      0.00208008      0.00624610     -0.03594997      0.29365742      0.82579698     -0.48148173
      0.00246037      0.00583078     -0.03641154      0.30809752      0.81005760     -0.49888135
      0.00336807      0.00560474     -0.03605568      0.46482627      0.73342342     -0.49601072
      0.00356344      0.00519167     -0.03648174      0.46605882      0.73133320     -0.49793667
      0.00339854      0.00656015     -0.03168619     -0.43039919     -0.89875332     -0.08366009
      0.00291861      0.00682803     -0.03211129     -0.42758356     -0.90032253     -0.08118892
