3 4 12c 0 0
120 121 12f 0 0
129 128 131 0 0
123 124 12b 0 0
1f 1 ad 0 0
117 1d 1e 0 0
f9 e2 e1 0 0
1c 1d 119 0 0
da d6 d5 0 0
f4 f1 f0 0 0
f6 f7 100 0 0
e f f2 0 0
104 da d9 0 0
10 bb c7 0 0
b8 b9 108 0 0
db da 107 0 0
bf be 102 0 0
c8 c7 d3 0 0
f4 f3 fc 0 0
b9 ba e5 0 0
d0 cf dc 0 0
c9 ca f4 0 0
bb 10 11 0 0
cc cb d9 0 0
20 a8 10 0 0
61 a8 20 0 0
2f a7 1 0 0
56 a7 2f 0 0
63 8f 64 0 0
7b 4e 4f 0 0
59 6e 5a 0 0
a9 9b 9c 0 0
51 95 52 0 0
b 99 c 0 0
2a 7f 2b 0 0
8f 9c 8e 0 0
a5 81 82 0 0
85 8b 86 0 0
6d 82 6e 0 0
93 9a 92 0 0
45 4a 46 0 0
98 9d 97 0 0
58 a3 57 0 0
79 80 78 0 0
96 9b 95 0 0
7c 81 7b 0 0
7e 83 7d 0 0
49 36 37 0 0
41 47 42 0 0
3b 39 3a 0 0
