269,299,270,0,0
298,299,269,0,0
276,291,290,0,0
276,277,291,0,0
307,293,294,0,0
5,293,307,0,0
303,308,304,0,0
310,308,303,0,0
289,310,303,0,0
289,290,310,0,0
270,292,271,0,0
299,292,270,0,0
4,307,300,0,0
4,5,307,0,0
289,275,290,0,0
274,275,289,0,0
304,196,303,0,0
195,196,304,0,0
297,268,267,0,0
297,298,268,0,0
173,309,272,0,0
1,309,173,0,0
310,298,308,0,0
299,298,310,0,0
310,291,299,0,0
290,291,310,0,0
193,304,305,0,0
193,194,304,0,0
285,294,293,0,0
285,286,294,0,0
6,285,293,0,0
6,7,285,0,0
306,272,309,0,0
306,271,272,0,0
2,306,309,0,0
2,3,306,0,0
308,297,305,0,0
298,297,308,0,0
196,288,303,0,0
196,197,288,0,0
296,267,266,0,0
296,297,267,0,0
286,295,294,0,0
286,287,295,0,0
306,300,301,0,0
3,300,306,0,0
254,28,281,0,0
254,27,28,0,0
280,254,281,0,0
253,254,280,0,0
277,292,291,0,0
277,278,292,0,0
296,193,305,0,0
192,193,296,0,0
266,192,296,0,0
191,192,266,0,0
307,301,300,0,0
302,301,307,0,0
294,302,307,0,0
294,295,302,0,0
301,271,306,0,0
301,270,271,0,0
177,276,275,0,0
177,176,276,0,0
178,275,274,0,0
178,177,275,0,0
288,274,289,0,0
273,274,288,0,0
285,283,286,0,0
282,283,285,0,0
7,282,285,0,0
7,8,282,0,0
302,270,301,0,0
269,270,302,0,0
295,269,302,0,0
295,268,269,0,0
186,210,211,0,0
186,185,210,0,0
187,211,199,0,0
187,186,211,0,0
176,277,276,0,0
176,175,277,0,0
278,271,292,0,0
278,272,271,0,0
283,287,286,0,0
283,284,287,0,0
287,268,295,0,0
287,267,268,0,0
31,174,30,0,0
31,173,174,0,0
210,184,209,0,0
185,184,210,0,0
179,274,273,0,0
179,178,274,0,0
197,273,288,0,0
197,198,273,0,0
284,267,287,0,0
284,266,267,0,0
174,279,30,0,0
174,175,279,0,0
209,183,208,0,0
184,183,209,0,0
175,278,277,0,0
175,174,278,0,0
282,189,283,0,0
188,189,282,0,0
8,188,282,0,0
8,9,188,0,0
248,225,224,0,0
249,225,248,0,0
176,253,280,0,0
176,177,253,0,0
175,280,279,0,0
175,176,280,0,0
261,211,210,0,0
200,211,261,0,0
201,261,262,0,0
201,200,261,0,0
237,205,233,0,0
237,204,205,0,0
232,237,233,0,0
236,237,232,0,0
198,179,273,0,0
198,180,179,0,0
190,266,284,0,0
190,191,266,0,0
189,284,283,0,0
189,190,284,0,0
281,279,280,0,0
29,279,281,0,0
217,213,212,0,0
217,218,213,0,0
241,202,203,0,0
244,202,241,0,0
235,232,231,0,0
235,236,232,0,0
174,272,278,0,0
174,173,272,0,0
255,246,256,0,0
245,246,255,0,0
265,262,261,0,0
265,263,262,0,0
261,209,265,0,0
210,209,261,0,0
202,262,260,0,0
202,201,262,0,0
193,205,212,0,0
193,192,205,0,0
194,212,213,0,0
194,193,212,0,0
15,259,242,0,0
15,32,259,0,0
237,203,204,0,0
241,203,237,0,0
240,237,236,0,0
240,241,237,0,0
258,189,251,0,0
258,190,189,0,0
251,232,258,0,0
231,232,251,0,0
227,257,228,0,0
264,257,227,0,0
183,264,227,0,0
183,184,264,0,0
224,222,221,0,0
224,225,222,0,0
221,181,224,0,0
180,181,221,0,0
255,254,253,0,0
256,254,255,0,0
265,219,263,0,0
220,219,265,0,0
265,208,220,0,0
209,208,265,0,0
203,260,217,0,0
203,202,260,0,0
214,219,215,0,0
218,219,214,0,0
214,194,213,0,0
195,194,214,0,0
32,199,259,0,0
32,16,199,0,0
259,243,242,0,0
259,252,243,0,0
243,240,239,0,0
243,244,240,0,0
239,236,235,0,0
239,240,236,0,0
234,231,230,0,0
234,235,231,0,0
251,188,250,0,0
251,189,188,0,0
250,231,251,0,0
230,231,250,0,0
264,229,257,0,0
185,229,264,0,0
182,227,248,0,0
182,183,227,0,0
224,182,248,0,0
181,182,224,0,0
245,222,246,0,0
221,222,245,0,0
179,221,245,0,0
179,180,221,0,0
178,245,255,0,0
178,179,245,0,0
177,255,253,0,0
177,178,255,0,0
263,260,262,0,0
218,260,263,0,0
212,204,217,0,0
205,204,212,0,0
197,215,216,0,0
197,196,215,0,0
198,216,206,0,0
198,197,216,0,0
183,207,208,0,0
183,182,207,0,0
259,200,252,0,0
199,200,259,0,0
238,243,239,0,0
242,243,238,0,0
238,235,234,0,0
238,239,235,0,0
258,233,191,0,0
232,233,258,0,0
250,11,230,0,0
10,11,250,0,0
9,250,188,0,0
9,10,250,0,0
20,228,257,0,0
20,21,228,0,0
257,19,20,0,0
229,19,257,0,0
248,228,249,0,0
227,228,248,0,0
226,24,223,0,0
226,23,24,0,0
225,223,222,0,0
225,226,223,0,0
26,254,256,0,0
26,27,254,0,0
247,26,256,0,0
247,25,26,0,0
219,216,215,0,0
219,220,216,0,0
215,195,214,0,0
196,195,215,0,0
238,14,242,0,0
13,14,238,0,0
234,13,238,0,0
12,13,234,0,0
230,12,234,0,0
11,12,230,0,0
233,192,191,0,0
233,205,192,0,0
229,18,19,0,0
186,18,229,0,0
22,226,249,0,0
22,23,226,0,0
228,22,249,0,0
228,21,22,0,0
223,25,247,0,0
223,24,25,0,0
246,223,247,0,0
222,223,246,0,0
216,207,206,0,0
220,207,216,0,0
206,180,198,0,0
181,180,206,0,0
182,206,207,0,0
182,181,206,0,0
186,17,18,0,0
186,187,17,0,0
100,142,101,0,0
100,143,142,0,0
124,79,80,0,0
123,79,124,0,0
102,142,141,0,0
101,142,102,0,0
122,78,123,0,0
122,77,78,0,0
89,109,110,0,0
88,109,89,0,0
112,80,81,0,0
124,80,112,0,0
99,144,143,0,0
98,144,99,0,0
88,108,109,0,0
87,108,88,0,0
149,169,148,0,0
149,155,169,0,0
98,145,144,0,0
97,145,98,0,0
90,111,91,0,0
90,110,111,0,0
122,76,77,0,0
