121,76,122,0,0
82,148,83,0,0
82,149,148,0,0
102,140,103,0,0
102,141,140,0,0
159,172,164,0,0
158,172,159,0,0
35,172,158,0,0
34,172,35,0,0
33,172,34,0,0
164,172,33,0,0
12,152,13,0,0
12,153,152,0,0
81,150,149,0,0
80,150,81,0,0
97,15,145,0,0
32,15,97,0,0
42,128,127,0,0
41,128,42,0,0
120,76,121,0,0
120,75,76,0,0
154,170,153,0,0
147,170,154,0,0
148,170,147,0,0
148,169,170,0,0
141,156,155,0,0
142,156,141,0,0
11,154,153,0,0
10,154,11,0,0
84,148,147,0,0
83,148,84,0,0
89,163,88,0,0
139,163,89,0,0
138,163,139,0,0
138,162,163,0,0
123,165,122,0,0
123,129,165,0,0
159,171,158,0,0
160,171,159,0,0
137,171,160,0,0
136,171,137,0,0
135,171,136,0,0
158,171,135,0,0
156,170,169,0,0
157,170,156,0,0
152,170,157,0,0
153,170,152,0,0
144,156,143,0,0
144,157,156,0,0
10,146,154,0,0
9,146,10,0,0
80,140,150,0,0
79,140,80,0,0
134,89,90,0,0
134,139,89,0,0
4,162,138,0,0
3,162,4,0,0
3,161,162,0,0
2,161,3,0,0
128,166,127,0,0
121,166,128,0,0
122,166,121,0,0
122,165,166,0,0
111,130,129,0,0
110,130,111,0,0
43,126,44,0,0
43,127,126,0,0
119,101,102,0,0
119,137,101,0,0
118,137,119,0,0
118,136,137,0,0
98,168,97,0,0
164,168,98,0,0
33,168,164,0,0
16,168,33,0,0
141,150,140,0,0
141,155,150,0,0
13,151,14,0,0
13,152,151,0,0
84,146,85,0,0
84,147,146,0,0
70,35,36,0,0
70,74,35,0,0
133,138,139,0,0
132,138,133,0,0
161,86,87,0,0
161,167,86,0,0
2,167,161,0,0
1,167,2,0,0
131,165,130,0,0
131,166,165,0,0
126,166,131,0,0
127,166,126,0,0
109,131,130,0,0
108,131,109,0,0
41,120,128,0,0
40,120,41,0,0
40,75,120,0,0
39,75,40,0,0
117,136,118,0,0
117,135,136,0,0
35,135,36,0,0
35,158,135,0,0
159,98,99,0,0
159,164,98,0,0
144,151,157,0,0
145,151,144,0,0
14,145,15,0,0
14,151,145,0,0
85,9,8,0,0
85,146,9,0,0
103,79,78,0,0
103,140,79,0,0
115,90,91,0,0
115,134,90,0,0
115,133,134,0,0
114,133,115,0,0
161,163,162,0,0
87,163,161,0,0
87,107,108,0,0
86,107,87,0,0
111,124,112,0,0
111,129,124,0,0
44,125,45,0,0
44,126,125,0,0
106,102,103,0,0
106,119,102,0,0
105,119,106,0,0
105,118,119,0,0
99,160,159,0,0
100,160,99,0,0
137,100,101,0,0
137,160,100,0,0
95,91,92,0,0
95,115,91,0,0
94,115,95,0,0
94,114,115,0,0
114,132,133,0,0
113,132,114,0,0
4,132,5,0,0
4,138,132,0,0
91,112,92,0,0
91,111,112,0,0
108,125,131,0,0
107,125,108,0,0
45,107,46,0,0
45,125,107,0,0
75,105,76,0,0
75,104,105,0,0
39,104,75,0,0
38,104,39,0,0
104,118,105,0,0
104,117,118,0,0
37,135,117,0,0
36,135,37,0,0
62,66,63,0,0
62,65,66,0,0
22,62,23,0,0
22,65,62,0,0
85,94,84,0,0
85,93,94,0,0
8,93,85,0,0
7,93,8,0,0
93,114,94,0,0
93,113,114,0,0
5,113,6,0,0
5,132,113,0,0
92,81,82,0,0
92,112,81,0,0
76,106,77,0,0
76,105,106,0,0
38,117,104,0,0
37,117,38,0,0
27,54,73,0,0
26,54,27,0,0
34,116,33,0,0
96,116,34,0,0
18,116,96,0,0
17,116,18,0,0
33,17,16,0,0
33,116,17,0,0
84,95,83,0,0
84,94,95,0,0
7,113,93,0,0
6,113,7,0,0
46,86,47,0,0
46,107,86,0,0
77,103,78,0,0
77,106,103,0,0
27,57,28,0,0
27,73,57,0,0
21,65,22,0,0
21,71,65,0,0
35,96,34,0,0
74,96,35,0,0
19,96,74,0,0
18,96,19,0,0
83,92,82,0,0
83,95,92,0,0
52,50,53,0,0
52,49,50,0,0
51,49,52,0,0
51,48,49,0,0
67,37,38,0,0
67,72,37,0,0
66,72,67,0,0
66,71,72,0,0
21,69,71,0,0
20,69,21,0,0
19,69,20,0,0
19,74,69,0,0
68,55,56,0,0
68,73,55,0,0
57,68,58,0,0
57,73,68,0,0
48,63,49,0,0
48,62,63,0,0
24,62,48,0,0
23,62,24,0,0
69,72,71,0,0
70,72,69,0,0
36,72,70,0,0
37,72,36,0,0
43,56,42,0,0
43,68,56,0,0
44,68,43,0,0
58,68,44,0,0
53,40,41,0,0
53,50,40,0,0
64,38,39,0,0
64,67,38,0,0
63,67,64,0,0
63,66,67,0,0
29,57,59,0,0
28,57,29,0,0
54,52,55,0,0
54,51,52,0,0
26,51,54,0,0
25,51,26,0,0
50,39,40,0,0
50,64,39,0,0
49,64,50,0,0
49,63,64,0,0
60,45,46,0,0
60,59,45,0,0
29,60,30,0,0
29,59,60,0,0
45,58,44,0,0
59,58,45,0,0
56,41,42,0,0
56,53,41,0,0
56,52,53,0,0
55,52,56,0,0
25,48,51,0,0
24,48,25,0,0
46,61,60,0,0
47,61,46,0,0
31,47,1,0,0
31,61,47,0,0
30,61,31,0,0
60,61,30,0,0
201,244,252,0,0
200,201,252,0,0
298,269,268,0,0
275,276,290,0,0
5,6,293,0,0
194,195,304,0,0
1,2,309,0,0
305,304,308,0,0
3,4,300,0,0
288,289,303,0,0
297,296,305,0,0
291,292,299,0,0
31,1,173,0,0
279,29,30,0,0
249,226,225,0,0
28,29,281,0,0
218,214,213,0,0
244,241,240,0,0
246,247,256,0,0
14,15,242,0,0
260,218,217,0,0
16,187,199,0,0
184,185,264,0,0
219,218,263,0,0
191,190,258,0,0
200,199,211,0,0
244,243,252,0,0
185,186,229,0,0
208,207,220,0,0
201,202,244,0,0
187,16,17,0,0
204,203,217,0,0
32,168,16,0,0
97,168,32,0,0
47,167,1,0,0
86,167,47,0,0
99,143,100,0,0
123,78,79,0,0
89,110,90,0,0
169,155,156,0,0
81,149,82,0,0
11,153,12,0,0
42,127,43,0,0
143,156,142,0,0
165,129,130,0,0
133,139,134,0,0
109,130,110,0,0
147,154,146,0,0
69,74,70,0,0
152,157,151,0,0
88,163,87,0,0
121,128,120,0,0
150,155,149,0,0
124,129,123,0,0
126,131,125,0,0
73,54,55,0,0
65,71,66,0,0
59,57,58,0,0
