    1848
      0.00452734      -0.00413060      -0.02818160
      0.00515410      -0.00179358      -0.02735972
      0.00390255      -0.00322019      -0.02696612
      0.00570937      -0.00334956      -0.02897831
      0.00515410      -0.00179358      -0.02735972
      0.00452734      -0.00413060      -0.02818160
      0.00459672       0.00167968      -0.02682131
      0.00477974      -0.00034864      -0.02673414
      0.00563896       0.00105775      -0.02767340
      0.00459672       0.00167968      -0.02682131
      0.00381836       0.00062553      -0.02607809
      0.00477974      -0.00034864      -0.02673414
      0.00168340      -0.00578227      -0.02803289
      0.00092688      -0.00679651      -0.02947131
      0.00231894      -0.00635766      -0.02927623
      0.00000000      -0.00623475      -0.02833411
      0.00092688      -0.00679651      -0.02947131
      0.00168340      -0.00578227      -0.02803289
      0.00711758       0.00085236      -0.03030753
      0.00682439      -0.00191654      -0.03005417
      0.00735701      -0.00098802      -0.03143787
      0.00644051      -0.00046730      -0.02868974
      0.00682439      -0.00191654      -0.03005417
      0.00711758       0.00085236      -0.03030753
      0.00646569       0.00189534      -0.02921294
      0.00644051      -0.00046730      -0.02868974
      0.00711758       0.00085236      -0.03030753
      0.00646569       0.00189534      -0.02921294
      0.00563896       0.00105775      -0.02767340
      0.00644051      -0.00046730      -0.02868974
      0.00390255      -0.00322019      -0.02696612
      0.00404626      -0.00125564      -0.02631499
      0.00296935      -0.00237486      -0.02603641
      0.00515410      -0.00179358      -0.02735972
      0.00404626      -0.00125564      -0.02631499
      0.00390255      -0.00322019      -0.02696612
      0.00000000      -0.00530330      -0.02719670
      0.00168340      -0.00578227      -0.02803289
      0.00107235      -0.00496304      -0.02698364
      0.00000000      -0.00530330      -0.02719670
      0.00000000      -0.00623475      -0.02833411
      0.00168340      -0.00578227      -0.02803289
      0.00646569       0.00189534      -0.02921294
      0.00511505       0.00237630      -0.02756053
      0.00563896       0.00105775      -0.02767340
      0.00570540       0.00313815      -0.02878505
      0.00511505       0.00237630      -0.02756053
      0.00646569       0.00189534      -0.02921294
      0.00735701      -0.00098802      -0.03143787
      0.00737574       0.00131513      -0.03218862
      0.00711758       0.00085236      -0.03030753
      0.00749381      -0.00011199      -0.03266562
      0.00737574       0.00131513      -0.03218862
      0.00735701      -0.00098802      -0.03143787
      0.00621581      -0.00377903      -0.03069033
      0.00490920      -0.00458616      -0.02917479
      0.00528967      -0.00496041      -0.03060320
      0.00621581      -0.00377903      -0.03069033
      0.00570937      -0.00334956      -0.02897831
      0.00490920      -0.00458616      -0.02917479
      0.00093449      -0.00061612      -0.02508574
      0.00092006      -0.00231999      -0.02542921
      0.00198368      -0.00145928      -0.02541709
      0.00000000      -0.00146281      -0.02514579
      0.00092006      -0.00231999      -0.02542921
      0.00093449      -0.00061612      -0.02508574
      0.00644051      -0.00046730      -0.02868974
      0.00570937      -0.00334956      -0.02897831
      0.00682439      -0.00191654      -0.03005417
      0.00515410      -0.00179358      -0.02735972
      0.00570937      -0.00334956      -0.02897831
      0.00644051      -0.00046730      -0.02868974
      0.00644051      -0.00046730      -0.02868974
      0.00477974      -0.00034864      -0.02673414
      0.00515410      -0.00179358      -0.02735972
      0.00563896       0.00105775      -0.02767340
      0.00477974      -0.00034864      -0.02673414
      0.00644051      -0.00046730      -0.02868974
      0.00708980      -0.00235534      -0.03314111
      0.00735701      -0.00098802      -0.03143787
      0.00693407      -0.00263896      -0.03142271
      0.00708980      -0.00235534      -0.03314111
      0.00741556      -0.00103496      -0.03290386
      0.00735701      -0.00098802      -0.03143787
      0.00132145      -0.00719549      -0.03085526
      0.00231894      -0.00635766      -0.02927623
      0.00092688      -0.00679651      -0.02947131
      0.00132145      -0.00719549      -0.03085526
      0.00274290      -0.00673950      -0.03069446
      0.00231894      -0.00635766      -0.02927623
      0.00000000      -0.00692725      -0.02963068
      0.00132145      -0.00719549      -0.03085526
      0.00092688      -0.00679651      -0.02947131
      0.00000000      -0.00692725      -0.02963068
      0.00000000      -0.00735421      -0.03103719
      0.00132145      -0.00719549      -0.03085526
      0.00163720      -0.00334884      -0.02599401
      0.00198368      -0.00145928      -0.02541709
      0.00092006      -0.00231999      -0.02542921
      0.00163720      -0.00334884      -0.02599401
      0.00296935      -0.00237486      -0.02603641
      0.00198368      -0.00145928      -0.02541709
      0.00000000      -0.00286932      -0.02557275
      0.00163720      -0.00334884      -0.02599401
      0.00092006      -0.00231999      -0.02542921
      0.00000000      -0.00286932      -0.02557275
      0.00000000      -0.00416589      -0.02626525
      0.00163720      -0.00334884      -0.02599401
      0.00682439      -0.00191654      -0.03005417
      0.00621581      -0.00377903      -0.03069033
      0.00693407      -0.00263896      -0.03142271
      0.00570937      -0.00334956      -0.02897831
      0.00621581      -0.00377903      -0.03069033
      0.00682439      -0.00191654      -0.03005417
      0.00737574       0.00131513      -0.03218862
      0.00678562       0.00236668      -0.03036344
      0.00711758       0.00085236      -0.03030753
      0.00737574       0.00131513      -0.03218862
      0.00693212       0.00280225      -0.03195347
      0.00678562       0.00236668      -0.03036344
      0.00639000      -0.00387666      -0.03192286
      0.00528967      -0.00496041      -0.03060320
      0.00546219      -0.00512066      -0.03211976
      0.00639000      -0.00387666      -0.03192286
      0.00621581      -0.00377903      -0.03069033
      0.00528967      -0.00496041      -0.03060320
      0.00274290      -0.00673950      -0.03069446
      0.00371088      -0.00560811      -0.02918591
      0.00231894      -0.00635766      -0.02927623
      0.00274290      -0.00673950      -0.03069446
      0.00410307      -0.00598163      -0.03061104
      0.00371088      -0.00560811      -0.02918591
      0.00163720      -0.00334884      -0.02599401
      0.00107235      -0.00496304      -0.02698364
      0.00251011      -0.00423644      -0.02684656
      0.00000000      -0.00416589      -0.02626525
      0.00107235      -0.00496304      -0.02698364
      0.00163720      -0.00334884      -0.02599401
      0.00139122       0.00505782      -0.02714295
     -0.00000000       0.00416589      -0.02626525
      0.00089407       0.00393293      -0.02617914
      0.00139122       0.00505782      -0.02714295
     -0.00000000       0.00530330      -0.02719670
     -0.00000000       0.00416589      -0.02626525
      0.00213147       0.00338313      -0.02615807
      0.00139122       0.00505782      -0.02714295
      0.00089407       0.00393293      -0.02617914
      0.00280437       0.00440580      -0.02712125
      0.00139122       0.00505782      -0.02714295
      0.00213147       0.00338313      -0.02615807
      0.00381836       0.00062553      -0.02607809
      0.00404626      -0.00125564      -0.02631499
      0.00477974      -0.00034864      -0.02673414
      0.00381836       0.00062553      -0.02607809
      0.00294283      -0.00040662      -0.02561591
      0.00404626      -0.00125564      -0.02631499
      0.00639000      -0.00387666      -0.03192286
      0.00708980      -0.00235534      -0.03314111
      0.00693407      -0.00263896      -0.03142271
      0.00644849      -0.00369048      -0.03351324
      0.00708980      -0.00235534      -0.03314111
      0.00639000      -0.00387666      -0.03192286
      0.00546219      -0.00512066      -0.03211976
      0.00644849      -0.00369048      -0.03351324
      0.00639000      -0.00387666      -0.03192286
      0.00533420      -0.00507526      -0.03390979
      0.00644849      -0.00369048      -0.03351324
      0.00546219      -0.00512066      -0.03211976
      0.00168340      -0.00578227      -0.02803289
      0.00251011      -0.00423644      -0.02684656
      0.00107235      -0.00496304      -0.02698364
      0.00317811      -0.00504875      -0.02796089
      0.00251011      -0.00423644      -0.02684656
      0.00168340      -0.00578227      -0.02803289
      0.00231894      -0.00635766      -0.02927623
      0.00317811      -0.00504875      -0.02796089
      0.00168340      -0.00578227      -0.02803289
      0.00231894      -0.00635766      -0.02927623
      0.00371088      -0.00560811      -0.02918591
      0.00317811      -0.00504875      -0.02796089
      0.00251011      -0.00423644      -0.02684656
      0.00296935      -0.00237486      -0.02603641
      0.00163720      -0.00334884      -0.02599401
      0.00251011      -0.00423644      -0.02684656
      0.00390255      -0.00322019      -0.02696612
      0.00296935      -0.00237486      -0.02603641
      0.00410587       0.00348201      -0.02728305
      0.00459672       0.00167968      -0.02682131
      0.00511505       0.00237630      -0.02756053
      0.00410587       0.00348201      -0.02728305
      0.00344514       0.00256665      -0.02635587
      0.00459672       0.00167968      -0.02682131
      0.00465181       0.00431065      -0.02850306
      0.00511505       0.00237630      -0.02756053
      0.00570540       0.00313815      -0.02878505
      0.00465181       0.00431065      -0.02850306
      0.00410587       0.00348201      -0.02728305
      0.00511505       0.00237630      -0.02756053
      0.00678562       0.00236668      -0.03036344
      0.00570540       0.00313815      -0.02878505
      0.00646569       0.00189534      -0.02921294
      0.00606145       0.00372659      -0.03013962
      0.00570540       0.00313815      -0.02878505
      0.00678562       0.00236668      -0.03036344
      0.00132145      -0.00719549      -0.03085526
      0.00296432      -0.00687986      -0.03221077
